both righteous before god M 3076
both visually exciting and D 86
both military planning and D 86
both domestic chores and D 86
both celestial bodies and D 86
both resource inputs and D 84
both physical object and D 84
both juvenile courts and D 84
both economic profit and D 84
both critical esteem and D 84
both merchant marine and D 82
both patients treated with D 80
both financial strength and D 80
both everyday notions and D 80
both clinical course and D 80
both analyses showed that D 42
