dutiful of subjects by M 198
duration to minimize the D 102
duration of sunlight on D 100
duration of immersion of D 100
duration of dormancy is D 100
duration of digestion is D 100
duration of digestion in D 100
duration of benefits the D 98
duration of vibration is D 96
duration of benefits on D 96
duration of analysis is D 96
dukedom of somerset in D 96
duration of projects is D 94
duration is presumed to D 94
dualism is overcome by D 94
duration of sunshine or D 92
duration of services to D 92
duration of blockade is D 92
duration be assigned to D 92
duration as evidence of D 92
duchess of somerset as D 92
duration to maintain the D 90
duration by reflecting on D 90
duality of interest is D 90
duration or extension of D 88
duration of benefits or D 88
durable to preserve the D 88
duchess of somerset be D 88
duality of functions of D 88
duration of services is D 86
duration of occlusion of D 86
dullest to perceive the D 86
duration to evaluate the D 84
duration or severity to D 84
duration or distance of D 84
duration of marriages of D 84
duration of injection of D 84
duration of gestation by D 84
dualism is resolved in D 84
duration of vibration of D 80
duration of severity of D 80
duration of secretion of D 80
duality is provided by D 80
duration of survival as D 46
duration of anesthesia as D 46
duration of response as D 41
