who boasts boast about M 888
who gained power under M 88
who enjoys thinking about M 88
who devote large parts M 88
who waited every night M 86
who should first begin M 86
who proved fully equal M 86
who prayed every morning M 86
who passed hours daily M 86
who looked quite happy M 86
who enjoys playing games M 86
who denied human power M 86
who appears quite empty M 86
who always cared about M 86
who almost never drank M 86
who worked night shift M 85
who seemed really sorry M 84
who plants trees loves M 84
who enjoys writing poetry M 84
who always stood apart M 84
who waited until later M 82
who should serve forty M 82
who remain alive shall M 82
who played vital parts M 82
who looked after women M 82
who already shows signs M 82
who valued money above M 80
who should prove false M 80
who should arise after M 80
who seemed rather bored M 80
who neither cared about M 80
who almost never leaves M 80
who should start first M 74
who should first climb M 52
who killed about thirty M 46
who became quite upset M 46
who always lived close M 46
who should stand guard M 44
who played major roles D 2264
why anyone would bother D 1832
who without doubt would D 596
who always talks about D 582
who violate social norms D 564
who should reign after D 564
who played vital roles D 498
who worked fewer hours D 450
why anyone would spend D 414
who employ hired labor D 396
who played minor roles D 394
who should first mount D 393
who strain every nerve D 326
who should first sight D 292
who served under drake D 290
who devour usury shall D 290
who almost never spoke D 284
why anyone would write D 280
who violate group norms D 280
why anyone would build D 274
who taught first grade D 272
why anyone would waste D 262
who starts talking about D 262
who infest nearly every D 260
who without court order D 258
who played first violin D 256
who became chief rabbi D 254
who served until march D 250
who fought would fight D 244
who teaches first grade D 238
who teaches fourth grade D 236
who claims title under D 228
who enjoys talking about D 224
who played major league D 222
who needed every penny D 222
who should quail while D 218
who derive title under D 210
who praise would never D 208
who always speaks about D 200
who helped raise funds D 198
who taught fourth grade D 185
who through sheer force D 182
why someone would write D 180
who burned draft cards D 180
who devour human flesh D 172
why anyone would shoot D 170
who lusted after power D 169
who enters first grade D 168
who drinks human blood D 164
who talked about getting D 160
who talked about money D 152
who rented small plots D 152
who farmed small plots D 152
who thought every weapon D 150
who joined trade unions D 148
who accept lower wages D 146
who writes about social D 142
who played dance music D 142
who resist social change D 140
who poured boiling water D 138
who played minor parts D 136
who writes blank verse D 134
who should shoot first D 134
why anyone would still D 132
who tastes human flesh D 130
who talked about books D 130
who surely would never D 130
who played minor league D 130
who braves every danger D 128
who wanted social change D 126
who talked about killing D 126
who rarely spoke about D 126
who needed money would D 126
who sought social change D 124
who should rhyme anything D 124
who already owned homes D 124
why someone would spend D 122
why anyone would fight D 122
who worked small farms D 118
who warmly shook hands D 118
who seemed never tired D 118
who desire social change D 118
who wisely mingled poetry D 116
who oppose social change D 114
who lusted after women D 114
who always spoke about D 114
why should frail flesh D 112
who violate social rules D 112
who gathers pearls every D 112
who formed trade unions D 112
who almost never speaks D 112
why someone would bother D 110
why anyone would drink D 108
who occupy roles within D 108
who without grave cause D 106
who merely talks about D 106
why someone would shoot D 104
who smooths rough souls D 104
who caused beacon fires D 104
who before would never D 104
why anyone would agree D 102
who spends every penny D 102
who rarely talks about D 102
who employ short pipes D 102
who drinks strong drink D 102
who should drink first D 101
who became punks after D 100
who became chief baron D 100
why anyone would watch D 98
who worked small plots D 98
why should filial piety D 96
who talked about women D 96
why anyone would really D 94
who seldom rides needs D 94
who inject drugs under D 94
who attend trade shows D 93
why anyone would worry D 92
why anyone would adopt D 92
who should never drink D 92
who should imply grave D 92
who employ child labor D 92
who clearly would never D 92
who readily gives money D 90
who rarely spoke above D 90
who lately never moved D 90
who strive after power D 89
who lusted after white D 88
who walked dusty roads D 86
who talked easily about D 86
who shaved every morning D 86
who prefer grand opera D 86
who became mayor after D 86
why anyone would allow D 84
who seldom drink aught D 84
who played cards every D 84
who looked twice bathed D 84
why anyone would rather D 82
who rented small farms D 82
who abides within doors D 82
who violate legal norms D 80
who struck first would D 80
who became chief after D 80
who always spoke first D 63
who seemed rather tired D 42
who taught eighth grade D 40
