pet away from insects M 520
per cent were locally D 198
per cent were outside D 196
per cent were finally D 196
per cent were chronic D 196
per cent were certain D 196
per cent went towards D 196
per cent upon capital D 196
per cent paid between D 196
per cent over current D 196
per cent were smokers D 194
per cent loss between D 194
per cent were damaged D 192
per cent more potatoes D 192
per acre when planted D 190
per cent from capital D 189
per cent lies between D 188
per acre will control D 188
per week from january D 186
per unit length remains D 186
per cent were founded D 186
per cent have dropped D 186
per cent ratio between D 184
per cent more because D 184
per cent among farmers D 184
per cent were unknown D 182
per cent over similar D 180
per cent have married D 180
per cent will suffice D 178
per cent were producing D 178
per cent rule applies D 178
per cent more imports D 178
per cent cash deposit D 178
per unit width between D 176
per cent were injured D 176
per cent more alcohol D 176
per cent union density D 174
per cent these results D 174
per cent more variable D 174
per cent were infants D 172
per cent were bilingual D 172
per cent voting control D 172
per week will increase D 170
per cent were doctors D 170
per cent among members D 170
per cent more members D 168
per cent have visited D 168
per cent born outside D 168
per week will suffice D 166
per unit depth between D 166
per cent pure sucrose D 166
per cent from schools D 166
per cent cost increase D 166
per cent among married D 166
per cent will achieve D 164
per acre will suffice D 164
per cent wood alcohol D 162
per cent more letters D 162
per cent have parents D 162
per cent rent increase D 161
per week wage increase D 160
per cent were planted D 160
per cent more vitamin D 160
per cent when comparing D 158
per cent more foreign D 158
per cent died between D 158
per cent debt financing D 157
per cent from student D 156
per cent from primary D 156
per cent from national D 156
per unit time measured D 154
per unit cell located D 154
per cent were providing D 154
per cent rate between D 154
per cent only because D 154
per cent were legally D 153
per cent among infants D 152
per cent live outside D 151
per week were allowed D 150
per cent were couples D 150
per cent wage subsidy D 150
per cent more soluble D 150
per unit were reduced D 148
per cent were started D 148
per cent were counted D 148
per month will receive D 146
per cent will recover D 146
per cent from imports D 146
per unit time against D 144
per unit cell remains D 144
per hour were measured D 144
per cent when exposed D 144
per cent were renters D 144
per cent only between D 144
per cent from service D 144
per month were allowed D 142
per cent were wounded D 142
per cent were ordered D 142
per cent three decades D 142
per cent were orthodox D 140
per cent were largely D 138
per cent debt service D 138
per cent less capital D 137
per unit time exceeds D 134
per cent were orphans D 132
per cent from taxation D 132
per unit length induced D 131
per unit flux density D 131
per week will provide D 130
per hour will produce D 130
per cent upon imports D 130
per cent cost overrun D 130
per cent among couples D 130
per acre will provide D 130
per acre were removed D 130
per cent from average D 129
per cent more support D 128
per cent hold degrees D 128
per cent from freight D 128
peak gold mining company D 128
per unit time following D 126
per unit time according D 126
per cent were content D 126
per cent more exports D 126
per cent have average D 126
per unit length carried D 125
per cent were limited D 125
per cent cast ballots D 125
per cent poor results D 124
per cent more correct D 124
per cent less fertile D 124
per cent salt mixture D 123
per week were released D 122
per cent more primary D 122
per cent more organic D 122
per cent more durable D 122
per cent land revenue D 122
per week will receive D 120
per cent were accused D 120
per cent have degrees D 120
per month during january D 119
per week will usually D 118
per unit time resulting D 118
per cent more fertile D 118
per cent milk protein D 118
per cent from parents D 118
per acre were planted D 118
per unit width becomes D 117
per unit heating surface D 116
per hour will provide D 116
per cent were entered D 116
per cent were country D 116
per acre were present D 115
per cent were induced D 114
per cent pure cocaine D 114
per cent line voltage D 114
per cent held between D 114
per cent ether solution D 114
per unit length because D 112
per cent were paroled D 112
per cent were measured D 112
per cent from profits D 112
peak years were between D 112
per week will produce D 110
per cent will respond D 110
per cent will contain D 110
per cent were preparing D 110
per cent were obliged D 110
per cent upon certain D 110
per cent more illness D 110
per cent during storage D 110
per acre when applied D 110
per acre were reduced D 110
per unit time radiated D 108
per plot were sampled D 108
per cent will consist D 108
per cent work outside D 107
per unit length resulting D 106
per cent were realized D 106
per cent were jobless D 106
per cent pure calcium D 106
per cent good quality D 106
per cent were parents D 104
per cent used condoms D 104
per cent more tomatoes D 104
per cent from skilled D 104
per cent among teachers D 104
per unit skin surface D 102
per cent were medical D 102
per cent were labeled D 102
per cent risk weighting D 102
per cent poor peasants D 102
per cent more massive D 102
per cent have started D 102
per cent have chronic D 102
per unit time follows D 100
per month plus bonuses D 100
per cent more returns D 100
per unit time results D 98
per time zone crossed D 98
per cent were studied D 98
per cent were familiar D 98
per cent were council D 98
per cent were because D 98
per cent fuel economy D 98
per cent cash subsidy D 98
per cent less material D 97
per week will require D 96
per month were granted D 96
per cent more produce D 96
per cent from farmers D 96
per week sick benefit D 94
per cent more schools D 94
per cent gain between D 94
per unit mass remains D 92
per unit mass divided D 92
per unit length increase D 92
per unit cost beginning D 92
per cent were typical D 92
per cent rate assumed D 92
per cent over regular D 92
per cent means national D 92
per cent held degrees D 92
per cent from chronic D 92
peat have been removed D 92
per unit mass depends D 90
per cent when present D 90
per cent were symptom D 90
per cent were capital D 90
per cent more dwellings D 90
per cent have settled D 90
peak bone mass include D 90
per cent will present D 88
per cent will involve D 88
per cent were elderly D 88
per cent over exports D 88
per cent other workers D 88
per cent glue solution D 88
per acre were secured D 88
per unit time increase D 87
per unit mass measured D 86
per unit length against D 86
per cent were seasonal D 86
per cent pure protein D 86
per cent oily solution D 86
per cent gave priority D 86
pen ever went together D 86
per cent rate allowed D 84
per cent more medical D 84
per cent living outside D 84
pen once more couched D 84
per unit length defined D 82
per cent were national D 82
per cent were genuine D 82
per cent upon foreign D 82
per cent just because D 82
per week during regular D 80
per unit time defines D 80
per cent were insured D 54
per cent more married D 53
per cent were overseas D 51
peak some time between D 44
per cent over seventy D 43
per cent from borrowing D 42
