pet will become less M 528
per cent virgin wool D 158
per cent carbon have D 158
per acre annual rent D 158
per cent quartz sand D 156
per cent listed their D 156
per cent figure used D 156
per unit effort from D 154
per month varies from D 154
per hour worked from D 154
per cent direct from D 154
per unit weight flow D 152
per hour worked during D 152
per cent worked over D 152
per cent except during D 152
per cent already paid D 151
per cent levied upon D 150
per cent worked only D 148
per cent bought from D 146
per cell varied from D 145
per cent strength will D 144
per cent points during D 144
per cent agreed upon D 144
per cent points from D 142
per cent passed into D 142
per cent aqueous acid D 142
per cent custom duty D 141
per farm worker rose D 140
per cent raised their D 140
per cent ferric iron D 140
per cent showed such D 139
per cent twelve years D 138
per cent showed good D 138
per cent closed shop D 138
per cent beyond their D 138
per acre yields have D 138
per cent without making D 136
per cent became more D 136
per unit volume just D 134
per tree varies from D 134
per cent rebate from D 134
per cent copper plus D 134
per cent annual wage D 134
per cent tariff duty D 132
pen have toiled among D 132
per cent showed only D 131
per cent report some D 130
per cent bought their D 130
per unit charge when D 128
per hour worked will D 128
per cent employ less D 128
per cent eleven years D 128
per cent return will D 126
per cent nickel type D 126
per cent market rate D 126
per cent figure will D 126
per cent carbon tool D 126
per unit volume such D 125
per unit effort during D 125
per unit output from D 124
per cent starting rate D 124
per cent profit when D 124
per cent monthly rate D 124
per cent copper from D 124
per cent animal food D 124
per unit labour cost D 123
per unit weight were D 122
per cent report their D 122
per cent except when D 122
per cent equity will D 122
per cent derive their D 122
per unit volume rate D 121
per cent forest land D 121
per cent stayed away D 120
per mile varied from D 118
per cent should give D 118
per unit volume mass D 117
per cent strike rate D 116
per cent sample were D 116
per cent reached their D 116
per cent needed help D 116
per cent markup over D 116
per cent farther away D 116
per cent aqueous iron D 116
per cent greater range D 114
per cent equity held D 114
per cent behind their D 114
per cent losses were D 112
per week should have D 110
per farm varies from D 110
per cent whereas during D 110
per cent return when D 110
per cent purity were D 110
per cent greater from D 110
per cent farther from D 110
per cent duties were D 110
per unit effort were D 108
per cent without taking D 108
per cent without losing D 108
per cent passes into D 108
per cent occurs when D 108
per cent nickel will D 108
per cent levels were D 108
per cent lasted less D 108
per cent houses were D 108
per cent grants were D 108
per unit volume vary D 106
per cent thought such D 106
per cent sodium acid D 106
per cent placed their D 106
per cent nickel were D 106
per cent nickel iron D 106
per cent broken rice D 106
per cent before rising D 106
per body weight unit D 106
per month without losing D 104
per month income from D 104
per cent normal rate D 104
per cent funded debt D 104
per acre return from D 103
per inch varies from D 102
per cent without giving D 102
per cent rented their D 102
per cent higher here D 102
per cent behind those D 102
per cent already have D 102
per unit volume used D 101
per unit volume ratio D 100
per unit volume only D 100
per cent better when D 100
per acre should give D 100
per cent without such D 98
per cent lasted more D 98
per cent faster when D 98
per cent deriving from D 98
per cent whereas only D 97
per cent fairly well D 97
per cent aqueous ethyl D 97
per cent something else D 95
per week without paying D 94
per cent estate duty D 94
per cent annual gain D 94
per acre before sowing D 94
per cent wanted some D 93
per week without loss D 92
per mile varies from D 92
per cent stocks held D 92
per cent faster rate D 92
per cent values were D 91
per cent higher there D 91
per month toward their D 90
per cent without adding D 90
per cent higher even D 90
per cent derive from D 90
per cent copper when D 90
per cent better work D 90
per cent attend high D 90
per cent whereas their D 88
per cent sought help D 88
per cent greater loss D 88
per cent profit made D 86
per cent higher were D 86
pen like sparks from D 86
per cent versus only D 84
per cent relied upon D 84
per cent profit will D 84
per cent obtain their D 84
per cent figure from D 84
per cent carbon were D 84
per cent tariff wall D 82
per cent simply said D 82
per cent passed their D 82
per cent finish high D 82
per unit shipping cost D 72
per cent wanted less D 68
per cent showed more D 51
per cent weight saving D 50
per unit carrying cost D 47
per cent needed more D 45
per cent salary rise D 43
per unit weight from D 40
