off with flying colours M 5261
off and shut herself M 44
off and nothing happens M 44
off and gave himself M 44
off for some fifteen M 43
off and soon brought M 43
off and lost himself M 43
off and just started M 43
off than their country M 42
off than other animals M 42
off his heavy uniform M 42
off for your parents M 42
off and stop listening M 42
off and much happier M 42
off and make excuses M 42
off than have written M 40
off has been removed M 40
off has been reduced M 40
off had been allowed M 40
off and gets himself M 40
off for good behavior D 13198
off his dark glasses D 3269
off his reading glasses D 3178
off her dark glasses D 1953
off her reading glasses D 1819
off his shoes because D 902
off with their plunder D 849
off his thick glasses D 617
off than their brethren D 569
off his high forehead D 526
off all thine enemies D 518
off her once skeined D 422
off with wire cutters D 412
off his heavy baggage D 388
off with great strides D 365
off with their baggage D 361
off and threw himself D 330
off her damp forehead D 312
off for their village D 308
off with your husband D 273
off with their luggage D 260
off one race against D 256
off with some buffoon D 253
off with pier glasses D 252
off and shot himself D 252
off all their baggage D 251
off her silk stockings D 244
off her last garment D 242
off far more rapidly D 242
off with their shields D 234
off with your luggage D 224
off with sure strokes D 224
off with great gravity D 222
off with great fanfare D 209
off her shoes because D 208
off with their muskets D 207
off her thick glasses D 205
off his fine leghorn D 200
off with fine forceps D 193
off and their sleeves D 192
off with huge buckles D 182
off his beard because D 176
off with mere phrases D 170
off her late husband D 168
off all four corners D 167
off her high forehead D 163
off his shoes outside D 162
off his best players D 162
off his heavy glasses D 161
off with their bundles D 160
off for five shillings D 158
off with bone forceps D 152
off yet other portions D 150
off with their paddles D 150
off with salt solution D 150
off her gold sandals D 146
off and took position D 146
off with their baskets D 145
off than their tenants D 143
off with lame excuses D 142
off all other dominion D 142
off with these pistols D 140
off his damp forehead D 140
off his coat briskly D 140
off and flung herself D 135
off than their cousins D 133
off with five dollars D 128
off all other avenues D 124
off her fine foreign D 122
off heat more rapidly D 122
off all your jewelry D 122
off our shoes because D 118
off and threw herself D 117
off with much fanfare D 116
off with great panache D 116
off with five shillings D 112
off with depth charges D 111
off her best features D 110
off for five dollars D 110
off his good manners D 109
off with more gravity D 106
off fat from skillet D 106
off all those sottish D 106
off with such panache D 105
off two more pitches D 101
off our life jackets D 98
off one firm against D 96
off one bloc against D 94
off with their escorts D 92
off than their foreign D 90
off his rain slicker D 87
off with their chatter D 84
off with their cavalry D 84
off and sold because D 84
off with loud shrieks D 82
off with bolt cutters D 80
off his wide forehead D 65
off his pale forehead D 51
off and flung himself D 49
off his coat sleeves D 44
off for their dinners D 44
off her flat stomach D 43
off for their holiday D 43
off and took shelter D 43
off with great rejoicing D 42
off than when overhead D 41
off with your doublet D 40
off and flew towards D 40
